FID,the_geom,id_healthF,nmHsp_mya,nmHsp_eng,lvlHsp_mya,lvlHsp_eng,bedClass,SR_PCODE,SR_mya,SR,DT_PCODE,DT,TS_PCODE,TS_mya,TS_en,SELF_ADMIN,comment,accuraConf
health_facilities_myanmar2020_v20241016.555,POINT (96.59061700000007 22.09399200000007),hsp_0562,ဝက်ဝံတိုက်နယ်ဆေးရုံ,Wet Wun Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010008,ပြင်ဦးလွင်,Pyinoolwin,,,high confidence
health_facilities_myanmar2020_v20241016.556,POINT (96.14530000000008 22.332322000000033),hsp_0563,အနာကြီးရောဂါအထူးကုဆေးရုံ,Anar Gyi Hospital,NA,NA,200,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010009,မတ္တရာ,Madaya,,,high confidence
health_facilities_myanmar2020_v20241016.557,POINT (96.10472800000008 22.21059900000006),hsp_0564,မတ္တရာမြို့နယ်ဆေးရုံ,Madaya Township Hospital,မြို့နယ်,Township,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010009,မတ္တရာ,Madaya,,,high confidence
health_facilities_myanmar2020_v20241016.558,POINT (96.04533000000004 22.27150000000006),hsp_0565,မြွေတလိုင်းတိုက်နယ်ဆေးရုံ,Mway Ta Laing Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010009,မတ္တရာ,Madaya,,,bestGuess
health_facilities_myanmar2020_v20241016.559,POINT (96.03810300000004 22.139043000000072),hsp_0566,သဖန်းဒေါက်တိုက်နယ်ဆေးရုံ,Tha Hpan Daunt Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010009,မတ္တရာ,Madaya,,,high confidence
health_facilities_myanmar2020_v20241016.560,POINT (96.03041000000007 22.262700000000052),hsp_0567,ဥမှင်တိုက်နယ်ဆေးရုံ,U-Hmin Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010009,မတ္တရာ,Madaya,,,bestGuess
health_facilities_myanmar2020_v20241016.561,POINT (96.31261800000004 22.327117000000044),hsp_0569,ဆည်တော်ကြီးတိုက်နယ်ဆေးရုံ,Se Taw Gyi Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010009,မတ္တရာ,Madaya,,,high confidence
health_facilities_myanmar2020_v20241016.562,POINT (95.99422600000008 22.54744400000004),hsp_0570,စဥ့်ကူးမြို့နယ်ဆေးရုံ,Singu Township Hospital,မြို့နယ်,Township,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010010,စဥ့်ကူး,Singu,,,high confidence
health_facilities_myanmar2020_v20241016.563,POINT (96.02542500000004 22.433858000000043),hsp_0571,ထုံးကြီးတိုက်နယ်ဆေးရုံ,Htone Gyi Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010010,စဥ့်ကူး,Singu,,,high confidence
health_facilities_myanmar2020_v20241016.564,POINT (96.01465400000006 22.69490600000006),hsp_0572,ကျည်တောက်ပေါက်တိုက်နယ်ဆေးရုံ,Kyi Tauk Pauk Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010010,စဥ့်ကူး,Singu,,,high confidence
health_facilities_myanmar2020_v20241016.565,POINT (96.01866500000006 22.346697000000063),hsp_0573,သဲအင်းတိုက်နယ်ဆေးရုံ,Hin Thar Ma Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010010,စဥ့်ကူး,Singu,,,high confidence
health_facilities_myanmar2020_v20241016.566,POINT (96.49717900000007 22.91854500000005),hsp_0574,မိုးကုတ်မြို့နယ်ဆေးရုံ,Mogoke Township Hospital,မြို့နယ်,Township,100,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010011,မိုးကုတ်,Mogoke,,,high confidence
health_facilities_myanmar2020_v20241016.567,POINT (96.42454400000008 22.905075000000068),hsp_0575,ကျပ်ပြင်တိုက်နယ်ဆေးရုံ,Kyat Pyin Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010011,မိုးကုတ်,Mogoke,,,high confidence
health_facilities_myanmar2020_v20241016.568,POINT (95.98147600000004 22.886881000000074),hsp_0576,သပိတ်ကျင်းမြို့နယ်ဆေးရုံ,Thabeikkyin Township Hospital,မြို့နယ်,Township,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010012,သပိတ်ကျင်း,Thabeikkyin,,,high confidence
health_facilities_myanmar2020_v20241016.569,POINT (96.00910800000008 23.494365000000073),hsp_0577,တကောင်းတိုက်နယ်ဆေးရုံ,Ta Gaung Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010012,သပိတ်ကျင်း,Thabeikkyin,,,high confidence
health_facilities_myanmar2020_v20241016.570,POINT (96.02312100000006 23.10800500000005),hsp_0578,တွင်းငယ်တိုက်နယ်ဆေးရုံ,Twin Nge Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010012,သပိတ်ကျင်း,Thabeikkyin,,,high confidence
health_facilities_myanmar2020_v20241016.571,POINT (96.00287500000007 23.247407000000067),hsp_0579,ကြာညှပ်တိုက်နယ်ဆေးရုံ,Kyar Hnyat Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D002,Pyinoolwin,MMR010012,သပိတ်ကျင်း,Thabeikkyin,,,high confidence
health_facilities_myanmar2020_v20241016.572,POINT (96.12765800000005 21.610412000000053),hsp_0580,ကျောက်ဆည်ပြည်သူ့ဆေးရုံကြီး,Kyaukse General Hospital,မြို့နယ်,General,200,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010013,ကျောက်ဆည်,Kyaukse,,,high confidence
health_facilities_myanmar2020_v20241016.573,POINT (96.12993500000005 21.51113600000008),hsp_0581,မင်းစုဆေးရုံ,Min Su Station Hospital,တိုက်နယ်,Station,25,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010013,ကျောက်ဆည်,Kyaukse,,,high confidence
health_facilities_myanmar2020_v20241016.574,POINT (96.27357200000006 21.485966000000076),hsp_0582,သံရွာဆေးရုံ,Than (East) Station Hospital,တိုက်နယ်,Station,25,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010013,ကျောက်ဆည်,Kyaukse,,,high confidence
health_facilities_myanmar2020_v20241016.575,POINT (96.27062900000004 21.59598600000004),hsp_0583,ဖျောက်ဆိပ်(စက်ရုံစုနယ်မြေ)ဆေးရုံ,Hpyauk Seik Pin Station Hospital,တိုက်နယ်,Station,25,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010013,ကျောက်ဆည်,Kyaukse,,,high confidence
health_facilities_myanmar2020_v20241016.576,POINT (96.05912300000006 21.559623000000045),hsp_0584,စမာတိုက်နယ်ဆေးရုံ,Sa Mar Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010013,ကျောက်ဆည်,Kyaukse,,,high confidence
health_facilities_myanmar2020_v20241016.577,POINT (96.09513300000003 21.738703000000044),hsp_0585,စဥ့်ကိုင်မြို့နယ်ဆေးရုံ,Sintgaing Township Hospital,မြို့နယ်,Township,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010014,စဥ့်ကိုင်,Sintgaing,,,high confidence
health_facilities_myanmar2020_v20241016.578,POINT (96.10721700000005 21.73726700000003),hsp_0586,စဥ့်ကိုင်မျက်စိရောဂါအထူးကုဆေးရုံ,Sin Kine Eye Special Hospital,NA,NA,NA,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010014,စဥ့်ကိုင်,Sintgaing,,,high confidence
health_facilities_myanmar2020_v20241016.579,POINT (96.05078500000008 21.818341000000032),hsp_0587,ပုလိပ်တိုက်နယ်ဆေးရုံ,Pa Leik Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010014,စဥ့်ကိုင်,Sintgaing,,,high confidence
health_facilities_myanmar2020_v20241016.580,POINT (96.12927200000007 21.422586000000024),hsp_0588,မြစ်သားမြို့နယ်ဆေးရုံ,Myittha Township Hospital,မြို့နယ်,Township,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010015,မြစ်သား,Myittha,,,high confidence
health_facilities_myanmar2020_v20241016.581,POINT (96.21489700000006 21.30649500000004),hsp_0589,မိုင်းမောတိုက်နယ်ဆေးရုံ,Maing Maw Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010015,မြစ်သား,Myittha,,,high confidence
health_facilities_myanmar2020_v20241016.582,POINT (96.15401300000008 21.35678100000007),hsp_0590,ကူမဲတိုက်နယ်ဆေးရုံ,Ku Me Station Hospital,တိုက်နယ်,Station,25,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010015,မြစ်သား,Myittha,,,high confidence
health_facilities_myanmar2020_v20241016.583,POINT (96.25112900000005 21.354937000000064),hsp_0591,ရွာခိုင်ကြီးတိုက်နယ်ဆေးရုံ,Ywar Khaing Gyi Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010015,မြစ်သား,Myittha,,,high confidence
health_facilities_myanmar2020_v20241016.584,POINT (96.01965000000007 21.49310900000006),hsp_0592,မင်းဝန်,Min Wun Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010015,မြစ်သား,Myittha,,,high confidence
health_facilities_myanmar2020_v20241016.585,POINT (96.02503000000007 21.496300000000076),hsp_0593,ဂွေ့တိုက်နယ်ဆေးရုံ,Gway Station Hospital,တိုက်နယ်,Station,NA,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010015,မြစ်သား,Myittha,,,bestGuess
health_facilities_myanmar2020_v20241016.586,POINT (95.96736400000003 21.81664200000006),hsp_0594,တံတားဦးမြို့နယ်ဆေးရုံ,Tada-U Township Hospital,မြို့နယ်,Township,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010016,တံတားဦး,Tada-U,,,high confidence
health_facilities_myanmar2020_v20241016.587,POINT (95.90792500000003 21.581180000000074),hsp_0595,သိန္ဒီကန်တိုက်နယ်ဆေးရုံ,Thein Ni Kan Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010016,တံတားဦး,Tada-U,,,high confidence
health_facilities_myanmar2020_v20241016.588,POINT (95.83758607619828 21.719047684525197),hsp_0596,တောင်ပြုံးတိုက်နယ်ဆေးရုံ,Taung Pyone Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010016,တံတားဦး,Tada-U,,,high confidence
health_facilities_myanmar2020_v20241016.589,POINT (95.96785800000004 21.491786000000047),hsp_0597,ညောင်ဝန်းတိုက်နယ်ဆေးရုံ,Nyaung Wun Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D003,Kyaukse,MMR010016,တံတားဦး,Tada-U,,,high confidence
health_facilities_myanmar2020_v20241016.590,POINT (95.38934300000005 21.474798000000078),hsp_0598,မြင်းခြံပြည်သူ့ဆေးရုံ,Myingyan General Hospital,မြို့နယ်,General,100,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D004,Myingyan,MMR010017,မြင်းခြံ,Myingyan,,,high confidence
health_facilities_myanmar2020_v20241016.591,POINT (95.42438800000008 21.73473800000005),hsp_0599,ဆံမြိတ်ခုံတိုက်နယ်ဆေးရုံ,San Myeik Khone Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D004,Myingyan,MMR010017,မြင်းခြံ,Myingyan,,,bestGuess
health_facilities_myanmar2020_v20241016.592,POINT (95.31043600000004 21.397489000000064),hsp_0600,ထနောင်းတိုင်တိုက်နယ်ဆေးရုံ,Hta Naung Taing Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D004,Myingyan,MMR010017,မြင်းခြံ,Myingyan,,,high confidence
health_facilities_myanmar2020_v20241016.593,POINT (95.53525100000007 21.541027000000042),hsp_0601,ယုံတိုးတိုက်နယ်ဆေးရုံ,Yon Htoe Station Hospital,တိုက်နယ်,Station,16,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D004,Myingyan,MMR010017,မြင်းခြံ,Myingyan,,,high confidence
health_facilities_myanmar2020_v20241016.594,POINT (95.44930800000009 21.26816800000006),hsp_0602,တောင်သာမြို့နယ်ဆေးရုံ,Taungtha Township Hospital,မြို့နယ်,Township,50,MMR010,မန္တလေးတိုင်းဒေသကြီး,Mandalay,MMR010D004,Myingyan,MMR010018,တောင်သာ,Taungtha,,,high confidence
